article_id,article_published_at,abs_change_1day_after_pct,abs_change_1week_after_pct,consolidated_event_type,consolidated_factor_name,event_tag_category,factor_category,event_orientation,factor_orientation,evidence_level,evidence_source,market_regime,article_audience_split,event_trigger,market_perception_emotional_profile,market_perception_cognitive_biases,factor_magnitude,factor_movement,causal_certainty,article_source_credibility,market_perception_intensity,market_perception_hope_vs_fear,market_perception_surprise_vs_anticipated,market_perception_consensus_vs_division,market_perception_narrative_strength,ai_assessment_execution_risk,ai_assessment_competitive_risk,ai_assessment_business_impact_likelihood,ai_assessment_timeline_realism,ai_assessment_fundamental_strength,perception_gap_optimism_bias,perception_gap_risk_awareness,perception_gap_correction_potential,regime_alignment,reframing_potential,narrative_disruption,logical_directness,market_consensus_on_causality,article_author_credibility,article_publisher_credibility,article_time_lag_days,factor_effect_horizon_days,factor_about_time_days,consolidated_event_tags
id_59,2024-12-04 09:00:00+00,3.5,3.9,analyst_update,operating_margin,Financial & Markets,Strategic Factors,neutral,neutral,model,model_inference,unknown,neither,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.06,1,0.59,0.59,0.59,-0.41,-0.41,0.59,0.59,0.59,0.59,0.59,0.59,0.59,-0.41,-0.41,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,9,60,59,"earnings,software"
id_60,2024-01-05 09:00:00+00,4.0,4.2,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,predictive,predictive,explicit,article_text,bull,institutional,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.061,-1,0.6,0.6,0.6,-0.4,-0.4,0.6,0.6,0.6,0.6,0.6,0.6,0.6,-0.4,-0.4,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0,61,60,"ai,hardware"
id_61,2024-02-06 09:00:00+00,4.5,4.5,earnings_report,market_perception,Financial & Markets,Market Sentiment,reflective,reflective,implied,press_release,bear,retail,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.062,0,0.61,0.61,0.61,-0.39,-0.39,0.61,0.61,0.61,0.61,0.61,0.61,0.61,-0.39,-0.39,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,1,62,61,"earnings,software"
id_62,2024-03-07 09:00:00+00,5.0,-4.5,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,both,both,model,model_inference,neutral,both,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.063,1,0.62,0.62,0.62,-0.38,-0.38,0.62,0.62,0.62,0.62,0.62,0.62,0.62,-0.38,-0.38,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,2,63,62,"ai,hardware"
id_63,2024-04-08 09:00:00+00,-5.0,-4.2,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,neutral,neutral,explicit,article_text,unknown,neither,press_release,['interest'],['optimism_bias'],0.064,-1,0.63,0.63,0.63,-0.37,-0.37,0.63,0.63,0.63,0.63,0.63,0.63,0.63,-0.37,-0.37,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,3,64,63,"earnings,software"
id_64,2024-05-09 09:00:00+00,-4.5,-3.9,earnings_report,market_perception,Technology & Innovation,Market Sentiment,predictive,predictive,implied,press_release,bull,institutional,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.065,0,0.64,0.64,0.64,-0.36,-0.36,0.64,0.64,0.64,0.64,0.64,0.64,0.64,-0.36,-0.36,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,4,65,64,"ai,hardware"
id_65,2024-06-10 09:00:00+00,-4.0,-3.5999999999999996,analyst_update,operating_margin,Financial & Markets,Strategic Factors,reflective,reflective,model,model_inference,bear,retail,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.066,1,0.65,0.65,0.65,-0.35,-0.35,0.65,0.65,0.65,0.65,0.65,0.65,0.65,-0.35,-0.35,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,5,66,65,"earnings,software"
id_66,2024-07-11 09:00:00+00,-3.5,-3.3,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,both,both,explicit,article_text,neutral,both,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.067,-1,0.66,0.66,0.66,-0.34,-0.34,0.66,0.66,0.66,0.66,0.66,0.66,0.66,-0.34,-0.34,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,6,67,66,"ai,hardware"
id_67,2024-08-12 09:00:00+00,-3.0,-3.0,earnings_report,market_perception,Financial & Markets,Market Sentiment,neutral,neutral,implied,press_release,unknown,neither,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.068,0,0.67,0.67,0.67,-0.33,-0.33,0.67,0.67,0.67,0.67,0.67,0.67,0.67,-0.33,-0.33,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,7,68,67,"earnings,software"
id_68,2024-09-13 09:00:00+00,-2.5,-2.6999999999999997,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,predictive,predictive,model,model_inference,bull,institutional,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.069,1,0.68,0.68,0.68,-0.32,-0.32,0.68,0.68,0.68,0.68,0.68,0.68,0.68,-0.32,-0.32,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,8,69,68,"ai,hardware"
id_69,2024-10-14 09:00:00+00,-2.0,-2.4,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,reflective,reflective,explicit,article_text,bear,retail,press_release,['interest'],['optimism_bias'],0.07,-1,0.69,0.69,0.69,-0.31,-0.31,0.69,0.69,0.69,0.69,0.69,0.69,0.69,-0.31,-0.31,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,9,70,69,"earnings,software"
id_70,2024-11-15 09:00:00+00,-1.5,-2.1,earnings_report,market_perception,Technology & Innovation,Market Sentiment,both,both,implied,press_release,neutral,both,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.07100000000000001,0,0.7,0.7,0.7,-0.3,-0.3,0.7,0.7,0.7,0.7,0.7,0.7,0.7,-0.3,-0.3,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0,71,70,"ai,hardware"
id_71,2024-12-16 09:00:00+00,-1.0,-1.7999999999999998,analyst_update,operating_margin,Financial & Markets,Strategic Factors,neutral,neutral,model,model_inference,unknown,neither,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.072,1,0.71,0.71,0.71,-0.29,-0.29,0.71,0.71,0.71,0.71,0.71,0.71,0.71,-0.29,-0.29,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,1,72,71,"earnings,software"
id_72,2024-01-17 09:00:00+00,-0.5,-1.5,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,predictive,predictive,explicit,article_text,bull,institutional,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.073,-1,0.72,0.72,0.72,-0.28,-0.28,0.72,0.72,0.72,0.72,0.72,0.72,0.72,-0.28,-0.28,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,2,73,72,"ai,hardware"
id_73,2024-02-18 09:00:00+00,0.0,-1.2,earnings_report,market_perception,Financial & Markets,Market Sentiment,reflective,reflective,implied,press_release,bear,retail,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.074,0,0.73,0.73,0.73,-0.27,-0.27,0.73,0.73,0.73,0.73,0.73,0.73,0.73,-0.27,-0.27,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,3,74,73,"earnings,software"
id_74,2024-03-19 09:00:00+00,0.5,-0.8999999999999999,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,both,both,model,model_inference,neutral,both,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.075,1,0.74,0.74,0.74,-0.26,-0.26,0.74,0.74,0.74,0.74,0.74,0.74,0.74,-0.26,-0.26,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,4,75,74,"ai,hardware"
id_75,2024-04-20 09:00:00+00,1.0,-0.6,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,neutral,neutral,explicit,article_text,unknown,neither,press_release,['interest'],['optimism_bias'],0.076,-1,0.75,0.75,0.75,-0.25,-0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,-0.25,-0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,5,76,75,"earnings,software"
id_76,2024-05-21 09:00:00+00,1.5,-0.3,earnings_report,market_perception,Technology & Innovation,Market Sentiment,predictive,predictive,implied,press_release,bull,institutional,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.077,0,0.76,0.76,0.76,-0.24,-0.24,0.76,0.76,0.76,0.76,0.76,0.76,0.76,-0.24,-0.24,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,6,77,76,"ai,hardware"
id_77,2024-06-22 09:00:00+00,2.0,0.0,analyst_update,operating_margin,Financial & Markets,Strategic Factors,reflective,reflective,model,model_inference,bear,retail,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.078,1,0.77,0.77,0.77,-0.23,-0.23,0.77,0.77,0.77,0.77,0.77,0.77,0.77,-0.23,-0.23,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,7,78,77,"earnings,software"
id_78,2024-07-23 09:00:00+00,2.5,0.3,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,both,both,explicit,article_text,neutral,both,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.079,-1,0.78,0.78,0.78,-0.22,-0.22,0.78,0.78,0.78,0.78,0.78,0.78,0.78,-0.22,-0.22,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,8,79,78,"ai,hardware"
id_79,2024-08-24 09:00:00+00,3.0,0.6,earnings_report,market_perception,Financial & Markets,Market Sentiment,neutral,neutral,implied,press_release,unknown,neither,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.08,0,0.79,0.79,0.79,-0.21,-0.21,0.79,0.79,0.79,0.79,0.79,0.79,0.79,-0.21,-0.21,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,9,80,79,"earnings,software"
id_80,2024-09-25 09:00:00+00,3.5,0.8999999999999999,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,predictive,predictive,model,model_inference,bull,institutional,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.081,1,0.8,0.8,0.8,-0.2,-0.2,0.8,0.8,0.8,0.8,0.8,0.8,0.8,-0.2,-0.2,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,81,80,"ai,hardware"
id_81,2024-10-26 09:00:00+00,4.0,1.2,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,reflective,reflective,explicit,article_text,bear,retail,press_release,['interest'],['optimism_bias'],0.082,-1,0.81,0.81,0.81,-0.19,-0.19,0.81,0.81,0.81,0.81,0.81,0.81,0.81,-0.19,-0.19,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,1,82,81,"earnings,software"
id_82,2024-11-27 09:00:00+00,4.5,1.5,earnings_report,market_perception,Technology & Innovation,Market Sentiment,both,both,implied,press_release,neutral,both,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.083,0,0.82,0.82,0.82,-0.18,-0.18,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.18,-0.18,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,2,83,82,"ai,hardware"
id_83,2024-12-28 09:00:00+00,5.0,1.7999999999999998,analyst_update,operating_margin,Financial & Markets,Strategic Factors,neutral,neutral,model,model_inference,unknown,neither,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.084,1,0.83,0.83,0.83,-0.17,-0.17,0.83,0.83,0.83,0.83,0.83,0.83,0.83,-0.17,-0.17,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,3,84,83,"earnings,software"
id_84,2024-01-01 09:00:00+00,-5.0,2.1,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,predictive,predictive,explicit,article_text,bull,institutional,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.085,-1,0.84,0.84,0.84,-0.16,-0.16,0.84,0.84,0.84,0.84,0.84,0.84,0.84,-0.16,-0.16,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,4,85,84,"ai,hardware"
id_85,2024-02-02 09:00:00+00,-4.5,2.4,earnings_report,market_perception,Financial & Markets,Market Sentiment,reflective,reflective,implied,press_release,bear,retail,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.08600000000000001,0,0.85,0.85,0.85,-0.15,-0.15,0.85,0.85,0.85,0.85,0.85,0.85,0.85,-0.15,-0.15,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,5,86,85,"earnings,software"
id_86,2024-03-03 09:00:00+00,-4.0,2.6999999999999997,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,both,both,model,model_inference,neutral,both,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.087,1,0.86,0.86,0.86,-0.14,-0.14,0.86,0.86,0.86,0.86,0.86,0.86,0.86,-0.14,-0.14,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,6,87,86,"ai,hardware"
id_87,2024-04-04 09:00:00+00,-3.5,3.0,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,neutral,neutral,explicit,article_text,unknown,neither,press_release,['interest'],['optimism_bias'],0.088,-1,0.87,0.87,0.87,-0.13,-0.13,0.87,0.87,0.87,0.87,0.87,0.87,0.87,-0.13,-0.13,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,7,88,87,"earnings,software"
id_88,2024-05-05 09:00:00+00,-3.0,3.3,earnings_report,market_perception,Technology & Innovation,Market Sentiment,predictive,predictive,implied,press_release,bull,institutional,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.089,0,0.88,0.88,0.88,-0.12,-0.12,0.88,0.88,0.88,0.88,0.88,0.88,0.88,-0.12,-0.12,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,8,89,88,"ai,hardware"
id_89,2024-06-06 09:00:00+00,-2.5,3.5999999999999996,analyst_update,operating_margin,Financial & Markets,Strategic Factors,reflective,reflective,model,model_inference,bear,retail,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.09,1,0.89,0.89,0.89,-0.11,-0.11,0.89,0.89,0.89,0.89,0.89,0.89,0.89,-0.11,-0.11,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,9,90,89,"earnings,software"
id_90,2024-07-07 09:00:00+00,-2.0,3.9,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,both,both,explicit,article_text,neutral,both,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.091,-1,0.9,0.9,0.9,-0.1,-0.1,0.9,0.9,0.9,0.9,0.9,0.9,0.9,-0.1,-0.1,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,91,0,"ai,hardware"
id_91,2024-08-08 09:00:00+00,-1.5,4.2,earnings_report,market_perception,Financial & Markets,Market Sentiment,neutral,neutral,implied,press_release,unknown,neither,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.092,0,0.91,0.91,0.91,-0.09,-0.09,0.91,0.91,0.91,0.91,0.91,0.91,0.91,-0.09,-0.09,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,1,92,1,"earnings,software"
id_92,2024-09-09 09:00:00+00,-1.0,4.5,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,predictive,predictive,model,model_inference,bull,institutional,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.093,1,0.92,0.92,0.92,-0.08,-0.08,0.92,0.92,0.92,0.92,0.92,0.92,0.92,-0.08,-0.08,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,2,93,2,"ai,hardware"
id_93,2024-10-10 09:00:00+00,-0.5,-4.5,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,reflective,reflective,explicit,article_text,bear,retail,press_release,['interest'],['optimism_bias'],0.094,-1,0.93,0.93,0.93,-0.07,-0.07,0.93,0.93,0.93,0.93,0.93,0.93,0.93,-0.07,-0.07,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,3,94,3,"earnings,software"
id_94,2024-11-11 09:00:00+00,0.0,-4.2,earnings_report,market_perception,Technology & Innovation,Market Sentiment,both,both,implied,press_release,neutral,both,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.095,0,0.94,0.94,0.94,-0.06,-0.06,0.94,0.94,0.94,0.94,0.94,0.94,0.94,-0.06,-0.06,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,4,95,4,"ai,hardware"
id_95,2024-12-12 09:00:00+00,0.5,-3.9,analyst_update,operating_margin,Financial & Markets,Strategic Factors,neutral,neutral,model,model_inference,unknown,neither,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.096,1,0.95,0.95,0.95,-0.05,-0.05,0.95,0.95,0.95,0.95,0.95,0.95,0.95,-0.05,-0.05,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,5,96,5,"earnings,software"
id_96,2024-01-13 09:00:00+00,1.0,-3.5999999999999996,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,predictive,predictive,explicit,article_text,bull,institutional,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.097,-1,0.96,0.96,0.96,-0.04,-0.04,0.96,0.96,0.96,0.96,0.96,0.96,0.96,-0.04,-0.04,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,6,97,6,"ai,hardware"
id_97,2024-02-14 09:00:00+00,1.5,-3.3,earnings_report,market_perception,Financial & Markets,Market Sentiment,reflective,reflective,implied,press_release,bear,retail,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.098,0,0.97,0.97,0.97,-0.03,-0.03,0.97,0.97,0.97,0.97,0.97,0.97,0.97,-0.03,-0.03,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,7,98,7,"earnings,software"
id_98,2024-03-15 09:00:00+00,2.0,-3.0,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,both,both,model,model_inference,neutral,both,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.099,1,0.98,0.98,0.98,-0.02,-0.02,0.98,0.98,0.98,0.98,0.98,0.98,0.98,-0.02,-0.02,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,8,99,8,"ai,hardware"
id_99,2024-04-16 09:00:00+00,2.5,-2.6999999999999997,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,neutral,neutral,explicit,article_text,unknown,neither,press_release,['interest'],['optimism_bias'],0.1,-1,0.99,0.99,0.99,-0.01,-0.01,0.99,0.99,0.99,0.99,0.99,0.99,0.99,-0.01,-0.01,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,9,100,9,"earnings,software"
id_100,2024-05-17 09:00:00+00,3.0,-2.4,earnings_report,market_perception,Technology & Innovation,Market Sentiment,predictive,predictive,implied,press_release,bull,institutional,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,101,10,"ai,hardware"
id_101,2024-06-18 09:00:00+00,3.5,-2.1,analyst_update,operating_margin,Financial & Markets,Strategic Factors,reflective,reflective,model,model_inference,bear,retail,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.002,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1,102,11,"earnings,software"
id_102,2024-07-19 09:00:00+00,4.0,-1.7999999999999998,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,both,both,explicit,article_text,neutral,both,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.003,-1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,2,103,12,"ai,hardware"
id_103,2024-08-20 09:00:00+00,4.5,-1.5,earnings_report,market_perception,Financial & Markets,Market Sentiment,neutral,neutral,implied,press_release,unknown,neither,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.004,0,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,3,104,13,"earnings,software"
id_104,2024-09-21 09:00:00+00,5.0,-1.2,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,predictive,predictive,model,model_inference,bull,institutional,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.005,1,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,4,105,14,"ai,hardware"
id_105,2024-10-22 09:00:00+00,-5.0,-0.8999999999999999,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,reflective,reflective,explicit,article_text,bear,retail,press_release,['interest'],['optimism_bias'],0.006,-1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,5,106,15,"earnings,software"
id_106,2024-11-23 09:00:00+00,-4.5,-0.6,earnings_report,market_perception,Technology & Innovation,Market Sentiment,both,both,implied,press_release,neutral,both,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.007,0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,6,107,16,"ai,hardware"
id_107,2024-12-24 09:00:00+00,-4.0,-0.3,analyst_update,operating_margin,Financial & Markets,Strategic Factors,neutral,neutral,model,model_inference,unknown,neither,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.008,1,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,7,108,17,"earnings,software"
id_108,2024-01-25 09:00:00+00,-3.5,0.0,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,predictive,predictive,explicit,article_text,bull,institutional,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.009000000000000001,-1,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,8,109,18,"ai,hardware"
id_109,2024-02-26 09:00:00+00,-3.0,0.3,earnings_report,market_perception,Financial & Markets,Market Sentiment,reflective,reflective,implied,press_release,bear,retail,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.009999999999999998,0,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,9,110,19,"earnings,software"
id_110,2024-03-27 09:00:00+00,-2.5,0.6,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,both,both,model,model_inference,neutral,both,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.011,1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,111,20,"ai,hardware"
id_111,2024-04-28 09:00:00+00,-2.0,0.8999999999999999,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,neutral,neutral,explicit,article_text,unknown,neither,press_release,['interest'],['optimism_bias'],0.012,-1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,1,112,21,"earnings,software"
id_112,2024-05-01 09:00:00+00,-1.5,1.2,earnings_report,market_perception,Technology & Innovation,Market Sentiment,predictive,predictive,implied,press_release,bull,institutional,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.013000000000000001,0,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,2,113,22,"ai,hardware"
id_113,2024-06-02 09:00:00+00,-1.0,1.5,analyst_update,operating_margin,Financial & Markets,Strategic Factors,reflective,reflective,model,model_inference,bear,retail,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.013999999999999999,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,3,114,23,"earnings,software"
